"hero_id","hero_name","passive_en","passive_ja","ss_en","ss_ja","extra_en_1","extra_ja_1","extra_en_2","extra_ja_2"
"gargoyle_bellerive","Bellerive","--- Passives ---

- Gargoyle's Stoneskin -
Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 64 times they receive damage, it is dropped to 1. This effect can't be dispelled.","--- Passives ---

- ガーゴイルの石膚 -
このガーゴイルが特殊スキルを発動するたびに、彼らの石膚が強化される。次の64回に渡って、受けるダメージが1に低下する。この効果は解除できない。","・Deals 420% damage to the target.
・Deals 64% damage to hit targets.","・ターゲットに420%のダメージを与える。
・攻撃したターゲットに64%のダメージを与える。","","","",""
"gargoyle_soroca","Soroca","--- Passives ---

- Gargoyle's Stoneskin -
Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 64 times they receive damage, it is dropped to 1. This effect can't be dispelled.","--- Passives ---

- ガーゴイルの石膚 -
このガーゴイルが特殊スキルを発動するたびに、彼らの石膚が強化される。次の64回に渡って、受けるダメージが1に低下する。この効果は解除できない。","・Deals 235% damage to the target.
[*]Deals additional 10% damage per each [##elementblue]Ice[#] shield on the board, up to 235% damage in total.","・ターゲットに235%のダメージを与える
[*]さらに、ボード上の[##elementblue]氷属性[#]の盾の数に応じて10%のダメージが追加される。ただし、ダメージ上限は235%まで。","","","",""
"gargoyle_budatin","Budatín","--- Passives ---

- Gargoyle's Stoneskin -
Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 64 times they receive damage, it is dropped to 1. This effect can't be dispelled.","--- Passives ---

- ガーゴイルの石膚 -
このガーゴイルが特殊スキルを発動するたびに、彼らの石膚が強化される。次の64回に渡って、受けるダメージが1に低下する。この効果は解除できない。","・Alters the power of all [##elementpurple]Dark[#] shields on the board. When an attacking Hero casts the special, the shields become enhanced and give 64% more mana. When a defending Hero casts the special, the shields become weakened and give 64% less mana.","・ボード上にあるすべての[##elementpurple]闇属性[#]の盾を変容する。攻撃側の英雄が特殊スキルを使用すると、盾が強化され、マナが64%になる。防衛側の英雄が特殊スキルを使用すると、盾が弱体化され、マナが64%になる。","","","",""
"holy_god_kara","Kara","--- Passives ---

- Mana on Dispel -
This character receives [#!]10%[#] mana each time a buff is dispelled from them. This effect can activate only once per turn.

- Resist Status Ailments -
This character has innate resistance against [#!]Burn[#].","--- Passives ---

- 解除時マナ増加 -
バフが解除されるたびに、このキャラクターのマナが[#!]10%[#]増加する。この効果を発動できるのは、1ターンにつき1回まで。

- ステータス異常に抵抗 -
このキャラクターは[#!]燃焼[#]に対する耐性を最初から持つ","・The caster gets Taunt that prevents enemies from using Special Skills on the caster's allies for 4 turns. This effect can't be dispelled.
・[#!]Enhanced Defense Ailment[#]: The target gets -98% defense against Special Skills. This effect lasts until the target takes damage from a Special Skill once.
[*] After the [#!]Enhanced Defense Ailment[#] ends or is removed or replaced, dispels all status effect buffs on the target.
・All allies except the caster get 34% attack for 4 turns.
・[##elementyellow]Element Link[#] gives all [##elementyellow]Holy[#] allies 10% defense for 4 turns. This effect can't be dispelled.","・4ターンの間、術者が挑発のステータス効果を発動し、敵が術者の仲間に特殊スキルを使用できなくなる。この効果は解除できない。
・[#!]強化防御異常[#]：特殊スキルに対するターゲットの防御力が-98%になる。この効果は、ターゲットが特殊スキルにより1回ダメージを受けるまで継続する。
[*][#!]強化防御異常[#]が終了するか、解除されるか、置き換えられると、そのターゲットの全ステータス効果バフも解除される。
・術者以外の仲間全員の攻撃力が34%になる(4ターン)
・4ターンの間、[##elementyellow]属性リンク[#]によって、[##elementyellow]聖属性[#]の仲間全員の防御力が10%になる。この効果は解除できない。","Taunt prevents all enemies from using Special Skills on allies who don't have Taunt.","挑発を発動すると、敵全員が挑発を発動していない仲間全員に特殊スキルを使用できなくなる。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 134% attack status ailment for 2 turns.

・Defense buffs are transformed into 2% defense status ailment for 2 turns.

・Mana generation buffs are transformed into 2% mana generation status ailment for 2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・2ターンの間、攻撃力バフが134%の攻撃力異常に変化する。 

・2ターンの間、防御力バフが2%の防御力異常に変化する。 

・2ターンの間、マナ生成バフが2%のマナ生成ステータス異常に変化する。"
"s2_tethys","Tethys","","","・Deals 300% damage to the target and nearby enemies.
・The target and nearby enemies receive 396 Water damage over 3 turns.
・All allies that are not of [##elementblue]Ice[#] element get 30% attack for 3 turns.
・All [##elementblue]Ice[#][#] Heroes get 60% attack for 3 turns.","・ターゲットと近くにいる敵に300%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵に396の水ダメージを与える。
・3ターンの間、[##elementblue]氷属性[#]以外の仲間全員の攻撃力が30%になる。
・[##elementblue]氷属性[#]の英雄全員の攻撃力が60%になる(3ターン)","If a Magma Cube is replaced by a new Magma Cube, it explodes. This can happen up to 1 times per cast.","マグマキューブが新たなマグマキューブに置き換えられると爆発する。この効果は発動ごとに最大1回まで発生する。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 130% attack status ailment for 1 turns.

・Defense buffs are transformed into 1% defense status ailment for 1 turns.

・Mana generation buffs are transformed into 1% mana generation status ailment for 1 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・1ターンの間、攻撃力バフが130%の攻撃力異常に変化する。 

・1ターンの間、防御力バフが1%の防御力異常に変化する。 

・1ターンの間、マナ生成バフが1%のマナ生成ステータス異常に変化する。"
"s2_oceanus","Oceanus","","","・Deals 220% damage to all enemies.
・All allies get 120% normal attack for 4 turns. This effect can be active in addition to effects that alter attack in general. Normal attacks can have a total maximum of 170% increased power while this effect is active.
・All allies get 46% defense for 4 turns.","・敵全員に220%のダメージを与える。
・4ターンの間、仲間全員の通常攻撃が120%になる。この効果は、通常攻撃を変化させる一般的な効果とは別に有効化することができる。この効果が有効な間、通常攻撃は最大で170%まで増加できる。
・4ターンの間、仲間全員の防御力が46%になる。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 2% attack status ailment for 2 turns.

・Defense buffs are transformed into 2% defense status ailment for 2 turns.

・Mana generation buffs are transformed into 2% mana generation status ailment for 2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・2ターンの間、攻撃力バフが2%の攻撃力異常に変化する。 

・2ターンの間、防御力バフが2%の防御力異常に変化する。 

・2ターンの間、マナ生成バフが2%のマナ生成ステータス異常に変化する。","",""
"dark_god_arfanias","Arfanias","--- Passives ---

- FAILED: attack_buff_on_mana_reduction -
lang_id resolution failed.

- Resist Sand Damage -
This character has innate resistance against [#!]Sand[#] damage.","--- Passives ---

- 砂ダメージ耐性 -
このキャラクターは[#!]砂[#]ダメージに対する耐性を最初から持つ","・Deals 460% damage to the target.
・The more mana the enemies have, the more damage they will receive, up to 190%.
・The caster gets 75% chance to dodge Special Skills that deal damage for 3 turns.
・[##elementpurple]Element Link[#] gives all [##elementpurple]Dark[#] allies 10% defense for 4 turns. This effect can't be dispelled.","・ターゲットに460%のダメージを与える。
・敵が所有するマナが多いほど、与えるダメージが増加する。最大で190%になる。
・3ターンの間、術者が75%の確率で攻撃系の特殊スキルを回避する。
・4ターンの間、[##elementpurple]属性リンク[#]によって、[##elementpurple]闇属性[#]の仲間全員の防御力が10%になる。この効果は解除できない。","In Rush Attack tournaments and wars enemies are considered as Very Fast mana speed.
・
・ All monsters and bosses are considered as Average mana speed.","ラッシュアタックのトーナメントと戦争では、敵は極めて速い速度でマナを回復する。
・
・全モンスターとボスは平均的なマナ生成スピードを持つ。","",""
"ice_god_klaern","Klaern","--- Passives ---

- Resist Sand Damage -
This character has innate resistance against [#!]Sand[#] damage.

- Resist Sand Damage -
This character has innate resistance against [#!]Sand[#] damage.","--- Passives ---

- 砂ダメージ耐性 -
このキャラクターは[#!]砂[#]ダメージに対する耐性を最初から持つ

- 砂ダメージ耐性 -
このキャラクターは[#!]砂[#]ダメージに対する耐性を最初から持つ","・Deals 270% damage to all enemies.
・All enemies receive 325 Water damage over 5 turns. The caster absorbs 30% of dealt Water damage as health.
・[##elementblue]Element Link[#] gives all [##elementblue]Ice[#] allies 10% defense for 4 turns. This effect can't be dispelled.","・敵全員に270%のダメージを与える。
・5ターンの間、敵全員に325の水ダメージを与える。術者は、与えた水ダメージの30%を回復として吸収する。
・4ターンの間、[##elementblue]属性リンク[#]によって、[##elementblue]氷属性[#]の仲間全員の防御力が10%になる。この効果は解除できない。","If a Magma Cube is replaced by a new Magma Cube, it explodes. This can happen up to 30 times per cast.","マグマキューブが新たなマグマキューブに置き換えられると爆発する。この効果は発動ごとに最大30回まで発生する。","",""
"kalevala_ilmarinen","Ilmarinen","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Boosts the caster's and nearby allies' health by -98.4% of damage dealt to each enemy.
[*] For each hit [##elementblue]Ice[#] enemy, the boosted health is -98.4% of damage dealt to them.
・Reduces the mana of all [##elementblue]Ice[#] enemies by -40%. Reduces the mana of all other enemies by -40%.
・All enemies become [#!]Soul Connected[#] for 4 turns. Soul Connected enemies share received damage.
・All enemies get -56% defense for 4 turns. This effect can't be dispelled.","・術者と近くにいる仲間のライフを、個々の敵に与えたダメージの-98.4%ブーストする。
[*] [##elementblue]氷属性[#]の敵に攻撃を当てるたびに、ブーストされるライフは、その敵に与えたダメージの-98.4%になる。
・[##elementblue]氷属性[#]の敵全員のマナが-40%減少し、その他の属性の敵全員のマナが-40%減少する。
・4ターンの間、敵全員に[#!]ソウル・コネクト[#]が発動する。ソウル・コネクトによって魂が繋がった敵同士は被ダメージを共有する。
・4ターンの間、敵全員の防御力が-56%になる。この効果は解除できない。","This has no effect on other [#!]Griffex[#] characters.","この効果は他の[#!]グリフェックス[#]のキャラクターには影響しない。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into -2% attack status ailment for -2 turns.

・Defense buffs are transformed into -2% defense status ailment for -2 turns.

・Mana generation buffs are transformed into -2% mana generation status ailment for -2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・-2ターンの間、攻撃力バフが-2%の攻撃力異常に変化する。 

・-2ターンの間、防御力バフが-2%の防御力異常に変化する。 

・-2ターンの間、マナ生成バフが-2%のマナ生成ステータス異常に変化する。"
"kalevala_louhi","Louhi","・Dispels buffs from all enemies.

--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","・敵全員のバフを解除する。

--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Dispels buffs from all enemies.
・Deals 250% damage to all enemies.
・[#!]Growth:[#] All allies get -98.4 attack.
・All enemies get -24% defense for 4 turns. This effect can't be dispelled.","・敵全員のバフを解除する。
・敵全員に250%のダメージを与える。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・4ターンの間、敵全員の防御力が-24%になる。この効果は解除できない。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into -2% attack status ailment for -2 turns.

・Defense buffs are transformed into -2% defense status ailment for -2 turns.

・Mana generation buffs are transformed into -2% mana generation status ailment for -2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・-2ターンの間、攻撃力バフが-2%の攻撃力異常に変化する。 

・-2ターンの間、防御力バフが-2%の防御力異常に変化する。 

・-2ターンの間、マナ生成バフが-2%のマナ生成ステータス異常に変化する。","",""
